variant,n_periods,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,hit_rate,mean_turnover,mean_gross_exposure
equal_weight,678,7.983779155310735,0.18338661870574935,0.31052321762053026,0.5905729694256032,-0.6277087408076256,0.5457227138643068,0.30428360413589367,2.0
inverse_vol,678,12.881958501107679,0.22354963220460577,0.2817585721530345,0.7934084507043389,-0.5219639610759672,0.5648967551622419,0.30428360413589367,2.0
